source,target
132646210,98966111
1108108225,132646210
132646210,1184821524534059008
132646210,46668733
132646210,6778812
6778812,132646210
580335026,132646210
132646210,214272214
214272214,132646210
132646210,84060395
84060395,132646210
132646210,10695152
132646210,158342368
132646210,483150865
132646210,877886035
132646210,16632955
716947512154853376,132646210
130256377,132646210
427330274,132646210
132646210,1011316249274540033
132646210,2604894992
2604894992,132646210
406303880,132646210
132646210,271909348
132646210,257111136
257111136,132646210
181954043,132646210
16249403,132646210
132646210,1028693496
1028693496,132646210
132646210,115091858
115091858,132646210
132646210,48008938
132646210,11990112
132646210,507185539
132646210,1237393394
1102341617371963392,132646210
132646210,380426226
132646210,1037548569467731968
290705256,132646210
928151539893420032,132646210
23999540,132646210
132646210,217377296
217377296,132646210
618551148,132646210
132646210,84404991
132646210,33113669
33113669,132646210
54682074,132646210
18869136,132646210
132646210,76679840
948669952843595776,132646210
132646210,48649222
132646210,804701761017671680
132646210,9180262
9180262,132646210
872544691442466816,132646210
2209729028,132646210
132646210,3270678680
132646210,78807415
132646210,1015930135
1015930135,132646210
18202677,132646210
132646210,20314655
20314655,132646210
28312691,132646210
132646210,720212700
3318895763,132646210
918943909811769344,132646210
21782750,132646210
132646210,17076940
132646210,143319983
132646210,479013038
132646210,3775401076
3775401076,132646210
132646210,1094048100564365312
3310895591,132646210
132646210,14417382
14417382,132646210
1974656552,132646210
1369078711,132646210
132646210,18675332
132646210,40030538
132646210,356775978
356775978,132646210
132646210,771681197781053440
771681197781053440,132646210
484733763,132646210
132646210,10868922
10868922,132646210
132646210,46922123
132646210,1245061044847947777
1245061044847947777,132646210
14265641,132646210
132646210,438301250
4712272236,132646210
132646210,45675087
2968801294,132646210
132646210,14968475
551776311,132646210
2272376472,132646210
132646210,264501255
132646210,249695469
249695469,132646210
1276832114856656896,132646210
132646210,33474334
132646210,391867472
391867472,132646210
564663512,132646210
812055605510803456,132646210
132646210,589300441
3317585532,132646210
408986233,132646210
46932973,132646210
949642445083459585,132646210
132646210,372730608
2854283403,132646210
132646210,3232640646
3232640646,132646210
132646210,4702018489
132646210,99015174
99015174,132646210
132646210,2769983813
132646210,2821170946
132646210,451148485
132646210,399089660
132646210,922354202088759296
873162092819488769,132646210
132646210,294652384
132646210,85307840
132646210,3186534415
132646210,151303125
151303125,132646210
132646210,15492359
65605637,132646210
132646210,435727485
435727485,132646210
132646210,117553058
132646210,1245923843119575041
1245923843119575041,132646210
75392682,132646210
132646210,193309907
193309907,132646210
132646210,32872183
132646210,84560631
132646210,15159648
15159648,132646210
2279201814,132646210
132646210,736667972123512832
1371476814,132646210
132646210,3041372326
3041372326,132646210
132646210,561226226
561226226,132646210
132646210,269301403
269301403,132646210
132646210,202853969
202853969,132646210
132646210,20536157
4770618972,132646210
132646210,17157367
132646210,238024065
132646210,188221066
188221066,132646210
132646210,1217315090
132646210,14339792
14339792,132646210
132646210,3988959013
1194379349803319298,132646210
132646210,850170113504325632
850170113504325632,132646210
1357389505,132646210
253734620,132646210
132646210,14761223
14761223,132646210
132646210,2218900633
2218900633,132646210
606265290,132646210
132646210,10627282
10627282,132646210
946591233954033664,132646210
132646210,1929876336
1929876336,132646210
132646210,406932163
406932163,132646210
132646210,112415325
132646210,144947577
132646210,861246336
1064940934528421888,132646210
1932160213,132646210
132646210,1031837755234549760
132646210,1014561
1014561,132646210
132646210,450842550
709493676121042945,132646210
518957746,132646210
132646210,4188048952
4188048952,132646210
132646210,272376633
272376633,132646210
132646210,2199531518
132646210,2378438060
2378438060,132646210
3102522680,132646210
496430086,132646210
53250831,132646210
132646210,822431809
822431809,132646210
132646210,21133730
132646210,320568816
320568816,132646210
132646210,2451712820
2451712820,132646210
132646210,47605273
132646210,156204739
156204739,132646210
132646210,544737616
544737616,132646210
538326631,132646210
10277212,132646210
132646210,3395161438
132646210,14614664
14614664,132646210
263247974,132646210
132646210,4194417913
132646210,919860212
132646210,78969930
78969930,132646210
132646210,87242603
87242603,132646210
17278474,132646210
132646210,8143682
2995188801,132646210
876785354,132646210
3902819477,132646210
132646210,2475572071
2475572071,132646210
132646210,79067151
79067151,132646210
961808198,132646210
132646210,966411199649808386
2882893927,132646210
7851812,132646210
132646210,2475224005
2475224005,132646210
2189885600,132646210
1319272146963673089,132646210
132646210,305431714
1301869598481014787,132646210
132646210,93873778
132646210,13507112
13507112,132646210
1046614848,132646210
209100025,132646210
132646210,48235638
48235638,132646210
3364147025,132646210
2371689380,132646210
132646210,18874262
18874262,132646210
132646210,258722513
258722513,132646210
